"Downloaded on",02/27/2024,"22:09:49 EST"
"Search URL",https://www.congress.gov/search?q=%7B%22search%22%3A%22gun%22%2C%22congress%22%3A%5B%22117%22%2C%22116%22%2C%22115%22%2C%22114%22%2C%22113%22%2C%22112%22%2C%22111%22%2C%22110%22%2C%22109%22%2C%22108%22%2C%22107%22%5D%2C%22source%22%3A%22legislation%22%2C%22bill-status%22%3A%22all%22%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title
"H.Res. 1229",https://www.congress.gov/bill/117th-congress/house-resolution/1229,"117th Congress (2021-2022)","Honoring the victims of the shooting that occurred on July 4, 2022, in Highland Park, Illinois."
"S. 1872",https://www.congress.gov/bill/117th-congress/senate-bill/1872,"117th Congress (2021-2022)","United States Army Rangers Veterans of World War II Congressional Gold Medal Act"
"H.R. 3015",https://www.congress.gov/bill/117th-congress/house-bill/3015,"117th Congress (2021-2022)","Raise the Age Act"
"H.R. 1111",https://www.congress.gov/bill/117th-congress/house-bill/1111,"117th Congress (2021-2022)","Department of Peacebuilding Act of 2021"
"H.Res. 403",https://www.congress.gov/bill/117th-congress/house-resolution/403,"117th Congress (2021-2022)","Providing for consideration of the bill (H.R. 1629) to amend the Federal Food, Drug, and Cosmetic Act with respect to limitations on exclusive approval or licensure of orphan drugs, and for other purposes; providing for consideration of the resolution (H. Res. 275) condemning the horrific shootings in Atlanta, Georgia, on March 16, 2021, and reaffirming the House of Representative's commitment to combating hate, bigotry, and violence against the Asian-American and Pacific Islander community; and for other purposes."
"H.R. 5768",https://www.congress.gov/bill/117th-congress/house-bill/5768,"117th Congress (2021-2022)","VICTIM Act of 2022"
"S. 1101",https://www.congress.gov/bill/117th-congress/senate-bill/1101,"117th Congress (2021-2022)","SHUSH Act"
"S. 4986",https://www.congress.gov/bill/117th-congress/senate-bill/4986,"117th Congress (2021-2022)","SHORT Act"
"H.R. 2469",https://www.congress.gov/bill/117th-congress/house-bill/2469,"117th Congress (2021-2022)","Silencers Help Us Save Hearing Act"
"H.R. 1013",https://www.congress.gov/bill/117th-congress/house-bill/1013,"117th Congress (2021-2022)","Protect Our Military Families’ 2nd Amendment Rights Act"
"H.R. 9033",https://www.congress.gov/bill/117th-congress/house-bill/9033,"117th Congress (2021-2022)","SHORT Act"
"S.Res. 668",https://www.congress.gov/bill/117th-congress/senate-resolution/668,"117th Congress (2021-2022)","A resolution designating June 12, 2022, as ""Women Veterans Appreciation Day""."
"H.R. 8271",https://www.congress.gov/bill/117th-congress/house-bill/8271,"117th Congress (2021-2022)","ATF DATA Act"
"S.J.Res. 49",https://www.congress.gov/bill/117th-congress/senate-joint-resolution/49,"117th Congress (2021-2022)","A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Australia of certain defense articles and services."
"S.Res. 802",https://www.congress.gov/bill/117th-congress/senate-resolution/802,"117th Congress (2021-2022)","A resolution condemning any attempts by Russia to claim sovereignty over any portion of Ukraine."
"S.J.Res. 52",https://www.congress.gov/bill/117th-congress/senate-joint-resolution/52,"117th Congress (2021-2022)","A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Egypt of certain defense articles and services."
"H.Res. 53",https://www.congress.gov/bill/117th-congress/house-resolution/53,"117th Congress (2021-2022)","Maintaining North Korea's seizure of the vessel USS Pueblo and its detention of the crew were in violation of international law and seeking the return of the USS Pueblo to the United States."
"S. 4402",https://www.congress.gov/bill/117th-congress/senate-bill/4402,"117th Congress (2021-2022)","Violent Incident Clearance and Technological Investigative Methods Act of 2022"
"H.R. 3577",https://www.congress.gov/bill/117th-congress/house-bill/3577,"117th Congress (2021-2022)","United States Army Rangers Veterans of World War II Congressional Gold Medal Act"
"S.Res. 771",https://www.congress.gov/bill/117th-congress/senate-resolution/771,"117th Congress (2021-2022)","A resolution supporting the designation of September 19, 2022, as ""National Stillbirth Prevention Day"", recognizing tens of thousands of American families that have endured a stillbirth, and seizing the opportunity to keep other families from experiencing the same tragedy."
"S.Res. 775",https://www.congress.gov/bill/117th-congress/senate-resolution/775,"117th Congress (2021-2022)","A resolution expressing the sense of the Senate that violence and threats of violence against the employees of the Federal Bureau of Investigation are unacceptable and should be condemned."
"H.R. 4136",https://www.congress.gov/bill/117th-congress/house-bill/4136,"117th Congress (2021-2022)","Responsible Ownership of Firearms Act of 2021"
"H.Res. 1363",https://www.congress.gov/bill/117th-congress/house-resolution/1363,"117th Congress (2021-2022)","Supporting the designation of September 19, 2022, as ""National Stillbirth Prevention Day"", recognizing tens of thousands of American families that have endured a stillbirth, and seizing the opportunity to keep other families from experiencing the same tragedy."
"H.Res. 1532",https://www.congress.gov/bill/117th-congress/house-resolution/1532,"117th Congress (2021-2022)","Impeaching Joseph R. Biden."
"H.Res. 1436",https://www.congress.gov/bill/117th-congress/house-resolution/1436,"117th Congress (2021-2022)","Expressing the sense of the House of Representatives that New York State's Concealed Carry Improvement Act is unconstitutional."
"H.Res. 327",https://www.congress.gov/bill/117th-congress/house-resolution/327,"117th Congress (2021-2022)","Expel Maxine Waters Resolution for Incitement of Violence and Rioting against the United States"
"H.Res. 543",https://www.congress.gov/bill/117th-congress/house-resolution/543,"117th Congress (2021-2022)","Expressing support for the designation of July 20, 2021, as ""National Heroes Day"" to honor the sacrifices of everyday heroes who save lives and improve their communities."
"H.R. 7730",https://www.congress.gov/bill/117th-congress/house-bill/7730,"117th Congress (2021-2022)","Blair Holt Firearm Owner Licensing and Record of Sale Act of 2022"
"S. 4184",https://www.congress.gov/bill/117th-congress/senate-bill/4184,"117th Congress (2021-2022)","Blair Holt Firearm Owner Licensing and Record of Sale Act of 2022"
"H.R. 1691",https://www.congress.gov/bill/117th-congress/house-bill/1691,"117th Congress (2021-2022)","Second Amendment Protection Act"
"H.Res. 1242",https://www.congress.gov/bill/117th-congress/house-resolution/1242,"117th Congress (2021-2022)","Expressing support for the designation of July 20, 2022, as ""National Heroes Day"" to honor the sacrifices of everyday heroes who save lives and improve their communities."
"H.Res. 226",https://www.congress.gov/bill/117th-congress/house-resolution/226,"117th Congress (2021-2022)","Recognizing that the United States has a moral obligation to meet its foundational promise of guaranteed justice for all."
"H.Res. 798",https://www.congress.gov/bill/117th-congress/house-resolution/798,"117th Congress (2021-2022)","Expressing the sense of the House of Representatives regarding the relationship between firearm violence and intimate partner violence and to honor the memory of Gladys Ricart and other victims of intimate partner homicide killed by firearms, and for other purposes."
"H.Res. 1522",https://www.congress.gov/bill/117th-congress/house-resolution/1522,"117th Congress (2021-2022)","Condemning the horrific attack on November 19, 2022, at Club Q, honoring the memories of those who were murdered, and offering support to all who were impacted."
"S.Res. 118",https://www.congress.gov/bill/117th-congress/senate-resolution/118,"117th Congress (2021-2022)","A resolution honoring Army chaplain Emil J. Kapaun."
"H.Res. 205",https://www.congress.gov/bill/117th-congress/house-resolution/205,"117th Congress (2021-2022)","Honoring Army Chaplain Emil J. Kapaun."
"H.R. 1210",https://www.congress.gov/bill/117th-congress/house-bill/1210,"117th Congress (2021-2022)","LEOSA Reform Act"
"S. 1610",https://www.congress.gov/bill/117th-congress/senate-bill/1610,"117th Congress (2021-2022)","LEOSA Reform Act"
"S. 1073",https://www.congress.gov/bill/117th-congress/senate-bill/1073,"117th Congress (2021-2022)","Remove the Stain Act"
"H.R. 2226",https://www.congress.gov/bill/117th-congress/house-bill/2226,"117th Congress (2021-2022)","Remove the Stain Act"
"H.R. 1604",https://www.congress.gov/bill/117th-congress/house-bill/1604,"117th Congress (2021-2022)","STOP Straw Purchases Act"
"S. 5082",https://www.congress.gov/bill/117th-congress/senate-bill/5082,"117th Congress (2021-2022)","Sanction Xi Jinping for Xinjiang Atrocities Act"
"S. 4435",https://www.congress.gov/bill/117th-congress/senate-bill/4435,"117th Congress (2021-2022)","FIND Act"
"H.R. 8009",https://www.congress.gov/bill/117th-congress/house-bill/8009,"117th Congress (2021-2022)","Student and Teacher Safety Act of 2022"
"S.Res. 874",https://www.congress.gov/bill/117th-congress/senate-resolution/874,"117th Congress (2021-2022)","A resolution expressing the sense of the Senate that the activities of transnational criminal organizations, including the use of illicit economies, illicit trade, and trade-based money laundering, pose a risk to the interests of the United States and allies and partners of the United States around the world."
"H.R. 2567",https://www.congress.gov/bill/117th-congress/house-bill/2567,"117th Congress (2021-2022)","Master Sergeant Roddie Edmonds Congressional Gold Medal Act"
"H.Res. 662",https://www.congress.gov/bill/117th-congress/house-resolution/662,"117th Congress (2021-2022)","Honoring the victims resulting from hate crimes, Islamophobia and anti-immigrant sentiment, in the aftermath of September 11, 2001, where individuals were targeted by violence and hatred because they were Muslim or perceived to be Muslim."
"S. 1134",https://www.congress.gov/bill/117th-congress/senate-bill/1134,"117th Congress (2021-2022)","Master Sergeant Roddie Edmonds Congressional Gold Medal Act"
"H.R. 6970",https://www.congress.gov/bill/117th-congress/house-bill/6970,"117th Congress (2021-2022)","FIND Act"
"S.Res. 241",https://www.congress.gov/bill/117th-congress/senate-resolution/241,"117th Congress (2021-2022)","A resolution widening threats to freedom of the press and free expression around the world, and reaffirming the vital role that a free and independent press plays in informing local and international audiences about public health crises, countering misinformation and disinformation, and furthering discourse and debate to advance healthy democracies in commemoration of World Press Freedom Day on May 3, 2021."
"S.Res. 267",https://www.congress.gov/bill/117th-congress/senate-resolution/267,"117th Congress (2021-2022)","A resolution designating June 12, 2021, as ""Women Veterans Appreciation Day""."
"S.Res. 610",https://www.congress.gov/bill/117th-congress/senate-resolution/610,"117th Congress (2021-2022)","A resolution expressing the sense of Congress that the activities of transnational criminal organizations, including the use of illicit economies, illicit trade, and trade-based money laundering, pose a threat to the national interests and national security of the United States and allies and partners of the United States around the world."
"H.Res. 319",https://www.congress.gov/bill/117th-congress/house-resolution/319,"117th Congress (2021-2022)","Recognizing the Seventh Anniversary of the Chibok Girls Kidnapping by the Boko Haram Terrorist Organization and calling on the Government of Nigeria to redouble efforts to bring an end to the conflict in northeast and central Nigeria and to provide assistance to the victims."
"S.Res. 741",https://www.congress.gov/bill/117th-congress/senate-resolution/741,"117th Congress (2021-2022)","A resolution to express the sense of the Senate regarding the constitutional right of State Governors to repel the dangerous ongoing invasion across the United States southern border."
"H.Res. 103",https://www.congress.gov/bill/117th-congress/house-resolution/103,"117th Congress (2021-2022)","Condemning the bigotry that was displayed and voiced during the January 6th siege of the United States Capitol, the prominent role played by White supremacists and domestic terrorists in planning and leading the siege, and the elected officials who encouraged them."
"H.Res. 1238",https://www.congress.gov/bill/117th-congress/house-resolution/1238,"117th Congress (2021-2022)","Of inquiry requesting the President to provide certain documents to the House of Representatives relating to the October 4, 2021 memorandum issued by the Attorney General entitled ""Partnership Among Federal, State, Local, Tribal, and Territorial Law Enforcement to Address Threats Against School Administrators, Board Members, Teachers, and Staff""."
"H.R. 8914",https://www.congress.gov/bill/117th-congress/house-bill/8914,"117th Congress (2021-2022)","Helping Families Heal Act of 2022"
"H.R. 9539",https://www.congress.gov/bill/117th-congress/house-bill/9539,"117th Congress (2021-2022)","ARMAS Act of 2022"
"S. 4278",https://www.congress.gov/bill/117th-congress/senate-bill/4278,"117th Congress (2021-2022)","Age 21 Act"
"H.R. 276",https://www.congress.gov/bill/117th-congress/house-bill/276,"117th Congress (2021-2022)","Congressional Oversight of Unjust Policing Act"
"S. 597",https://www.congress.gov/bill/117th-congress/senate-bill/597,"117th Congress (2021-2022)",ERRPA
"H.Res. 438",https://www.congress.gov/bill/117th-congress/house-resolution/438,"117th Congress (2021-2022)","Third Reconstruction: Fully addressing poverty and low wages from the bottom up."
"H.Res. 489",https://www.congress.gov/bill/117th-congress/house-resolution/489,"117th Congress (2021-2022)","Encouraging the celebration of the month of June as LGBTQIA+ Pride Month."
"H.Res. 1198",https://www.congress.gov/bill/117th-congress/house-resolution/1198,"117th Congress (2021-2022)","Encouraging the celebration of the month of June as LGBTQIA+ Pride Month."
"H.R. 8882",https://www.congress.gov/bill/117th-congress/house-bill/8882,"117th Congress (2021-2022)","Federal Assault Weapons Licensing Act"
"S. 388",https://www.congress.gov/bill/117th-congress/senate-bill/388,"117th Congress (2021-2022)","Honduras Human Rights and Anti-Corruption Act of 2021"
"H.R. 2716",https://www.congress.gov/bill/117th-congress/house-bill/2716,"117th Congress (2021-2022)","Honduras Human Rights and Anti-Corruption Act of 2021"
"S.Res. 609",https://www.congress.gov/bill/117th-congress/senate-resolution/609,"117th Congress (2021-2022)","A resolution recognizing widening threats to press freedom and free expression around the world, and reaffirming the vital role that a free and independent press plays in combating the growing threat of authoritarianism, countering misinformation and disinformation, documenting human rights abuses, informing local and international audiences about public health crises, and furthering discourse and debate to advance healthy democracies, in commemoration of World Press Freedom Day on May 3, 2022."
"H.R. 5762",https://www.congress.gov/bill/117th-congress/house-bill/5762,"117th Congress (2021-2022)","National Domestic Violence Prevention Action Plan Act of 2021"
"H.R. 7309",https://www.congress.gov/bill/117th-congress/house-bill/7309,"117th Congress (2021-2022)","Workforce Innovation and Opportunity Act of 2022"
"S. 2029",https://www.congress.gov/bill/117th-congress/senate-bill/2029,"117th Congress (2021-2022)","Protecting our Students in Schools Act of 2021"
"H.R. 3836",https://www.congress.gov/bill/117th-congress/house-bill/3836,"117th Congress (2021-2022)","Protecting our Students in Schools Act of 2021"
"S. 2938",https://www.congress.gov/bill/117th-congress/senate-bill/2938,"117th Congress (2021-2022)","Bipartisan Safer Communities Act"
"S. 2792",https://www.congress.gov/bill/117th-congress/senate-bill/2792,"117th Congress (2021-2022)","National Defense Authorization Act for Fiscal Year 2022"
